"","b_ecer","b_echr","b_hcer","b_hchr","v1_ecer","v1_echr","v1_hcer","v1_hchr","sdv1","v0_ecer","v0_echr","v0_hcer","v0_hchr","t0"
"1",2.09545164849136,2.16194236468083,2.04866133059836,2.10599279395754,4.54645182425754,4.09368674454244,3.68689012898262,3.49525353174429,0.898582353148634,2.36353659868179,2.55832562710339,2.49900837320107,2.63338752924342,0.100940059507796
