0,0,20,20,180,180,160,160,70,70,90,90,110,110,90,90,0,0,20,20,180,180,160,160,70,70,90,90,110,110,90,90
0,0,20,20,180,180,160,160,70,70,90,90,110,110,90,90,0,0,20,20,180,180,160,160,70,70,90,90,110,110,90,90
20,20,0,0,160,160,180,180,90,90,70,70,90,90,110,110,20,20,0,0,160,160,180,180,90,90,70,70,90,90,110,110
20,20,0,0,160,160,180,180,90,90,70,70,90,90,110,110,20,20,0,0,160,160,180,180,90,90,70,70,90,90,110,110
180,180,160,160,0,0,20,20,110,110,90,90,70,70,90,90,180,180,160,160,0,0,20,20,110,110,90,90,70,70,90,90
180,180,160,160,0,0,20,20,110,110,90,90,70,70,90,90,180,180,160,160,0,0,20,20,110,110,90,90,70,70,90,90
160,160,180,180,20,20,0,0,90,90,110,110,90,90,70,70,160,160,180,180,20,20,0,0,90,90,110,110,90,90,70,70
160,160,180,180,20,20,0,0,90,90,110,110,90,90,70,70,160,160,180,180,20,20,0,0,90,90,110,110,90,90,70,70
70,70,90,90,110,110,90,90,0,0,160,160,180,180,20,20,70,70,90,90,110,110,90,90,0,0,160,160,180,180,20,20
70,70,90,90,110,110,90,90,0,0,160,160,180,180,20,20,70,70,90,90,110,110,90,90,0,0,160,160,180,180,20,20
90,90,70,70,90,90,110,110,160,160,0,0,20,20,180,180,90,90,70,70,90,90,110,110,160,160,0,0,20,20,180,180
90,90,70,70,90,90,110,110,160,160,0,0,20,20,180,180,90,90,70,70,90,90,110,110,160,160,0,0,20,20,180,180
110,110,90,90,70,70,90,90,180,180,20,20,0,0,160,160,110,110,90,90,70,70,90,90,180,180,20,20,0,0,160,160
110,110,90,90,70,70,90,90,180,180,20,20,0,0,160,160,110,110,90,90,70,70,90,90,180,180,20,20,0,0,160,160
90,90,110,110,90,90,70,70,20,20,180,180,160,160,0,0,90,90,110,110,90,90,70,70,20,20,180,180,160,160,0,0
90,90,110,110,90,90,70,70,20,20,180,180,160,160,0,0,90,90,110,110,90,90,70,70,20,20,180,180,160,160,0,0
0,0,20,20,180,180,160,160,70,70,90,90,110,110,90,90,0,0,20,20,180,180,160,160,70,70,90,90,110,110,90,90
0,0,20,20,180,180,160,160,70,70,90,90,110,110,90,90,0,0,20,20,180,180,160,160,70,70,90,90,110,110,90,90
20,20,0,0,160,160,180,180,90,90,70,70,90,90,110,110,20,20,0,0,160,160,180,180,90,90,70,70,90,90,110,110
20,20,0,0,160,160,180,180,90,90,70,70,90,90,110,110,20,20,0,0,160,160,180,180,90,90,70,70,90,90,110,110
180,180,160,160,0,0,20,20,110,110,90,90,70,70,90,90,180,180,160,160,0,0,20,20,110,110,90,90,70,70,90,90
180,180,160,160,0,0,20,20,110,110,90,90,70,70,90,90,180,180,160,160,0,0,20,20,110,110,90,90,70,70,90,90
160,160,180,180,20,20,0,0,90,90,110,110,90,90,70,70,160,160,180,180,20,20,0,0,90,90,110,110,90,90,70,70
160,160,180,180,20,20,0,0,90,90,110,110,90,90,70,70,160,160,180,180,20,20,0,0,90,90,110,110,90,90,70,70
70,70,90,90,110,110,90,90,0,0,160,160,180,180,20,20,70,70,90,90,110,110,90,90,0,0,160,160,180,180,20,20
70,70,90,90,110,110,90,90,0,0,160,160,180,180,20,20,70,70,90,90,110,110,90,90,0,0,160,160,180,180,20,20
90,90,70,70,90,90,110,110,160,160,0,0,20,20,180,180,90,90,70,70,90,90,110,110,160,160,0,0,20,20,180,180
90,90,70,70,90,90,110,110,160,160,0,0,20,20,180,180,90,90,70,70,90,90,110,110,160,160,0,0,20,20,180,180
110,110,90,90,70,70,90,90,180,180,20,20,0,0,160,160,110,110,90,90,70,70,90,90,180,180,20,20,0,0,160,160
110,110,90,90,70,70,90,90,180,180,20,20,0,0,160,160,110,110,90,90,70,70,90,90,180,180,20,20,0,0,160,160
90,90,110,110,90,90,70,70,20,20,180,180,160,160,0,0,90,90,110,110,90,90,70,70,20,20,180,180,160,160,0,0
90,90,110,110,90,90,70,70,20,20,180,180,160,160,0,0,90,90,110,110,90,90,70,70,20,20,180,180,160,160,0,0
